akkadian,english,confidence,src_len,tgt_len,ratio
tár-dí-ú-tum 4 túg ša uš-ma-a šu-ma hu-ur-šu-um lá ša-ṣú-ur túg-ba-tí-a,"if the store-room is not guarded, then place the textiles where they will be under guard.",22,10,16,1.6
a-wa-tim a-ni-a-tim kà-ru-um ka-ni-iš i-dí-ni-a-tí-ma igi gír ša a-šur ší-bu-tí-ni,the kanesh colony gave us for these proceedings and we gave our testimony before aššur's dagger.,22,10,16,1.6
a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma igi gír ša a-šùr ší-bu-tí-ni,the kanesh colony gave us for these proceedings and we gave our testimony before aššur's dagger.,22,10,16,1.6
i-ri-šum i-šu iš-tù ha-muš-tim ša a-šur-i-dí ù tap-pá-i-šu a-na 2,reckoned from the week of aššur-imittī and his partner he is to pay within 2 months.,22,10,16,1.6
ni-is-ú-um ša ká i-ku-pì-a im-tù-qú-ut ú u₄-ma-am i-ṣa-ru-um i-ma-qú-ut-ma i-qá-bi₄-a-ni a ma-nim lá-ar-ší li-bi₄ ú-dí,"as to your father's house, the nis'u of ikūn-pīya's door has fallen down and today the annexe will fall, and he will blame me.",22,15,24,1.6
a-hu-ú-a a-tù-nu ih-da mì-ma i-ṣé-ri-a ṣí-ib-tum lá i-lá-qé,"my dear brothers, take care so he does not take any interest from me.",22,8,14,1.75
šu-ma a-hi a-ta urudu ṣa-al-ma-am ki-iṣ-ra-am iš-tí ma-ma-an,"if you are my brother, send me a lump of black copper with somebody.",22,8,14,1.75
ú-kà-in a-na 1 gú 30 ma-na urudu a-na,the colony imposed a penalty on me of 1 talent 30 minas of copper.,22,8,14,1.75
ša šu-ištar li-iš-qú-ul ba-lu-um té-er-tí-a ki a-wi-lim i-mì-gi₅-ir,he has come to an agreement with the man without an instruction of mine.,22,8,14,1.75
a-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al ba-a-nim {d}utu,"come, show me this very day where they keep your father's copper and silver!",22,8,14,1.75
ma-áš-ha-tim áš-me a-pu-tum a-ma-kam é bé-tám ù ṭup-pé-e,"it is urgent that you guard the house, the tablets and anything else there!",22,8,14,1.75
igi e-me-me igi a-šur-i-dí šu-ma ib-tù-a-ni-a-tí iš-tí-ni i-ra-ba-áš,"should he prevail over us, then he can present his claim together with us.",22,8,14,1.75
wa-ah-šu-ša-na wa-áš-ba-ku a-dí a-wa-tum ša ša-lá-tù-wa-ar i-za-ku-a-ni wa-ša-na-lam,"until the matter of šalatuwar has been cleared up, wašanalam has left for šalatuwar.",22,8,14,1.75
ì-lí-dan be-el ší-ma-tí-a a-na ba-áb dingir lá ú-šé-ru-du,they shall not lead my testamentary executors down to the gate of the god.,22,8,14,1.75
a-lá-ni na-dí-i ku-nu-ki-a i-lá-li-ú-ma-an na-áš-a-ku-um dug a-ha-ma a-lá-ni,separately a jar with acorns with the seals of šaktunua he is bringing you.,22,8,14,1.75
a-mur-{d}utu dumu be-lá-nim ù e-na-a-šur dumu šu-ul-mu-ša-a-šur a-šu,"in the presence of ennam-aššur, son of ennam-aššur, (and) of ennam-aššur, son of pilah-ištar.",22,8,14,1.75
a-ša-tám e-ta-ha-az a-na dur₄-hu-mì-it a-šu-mì-ki e-tí-iq-ma a-wa-tám ni-kà-ša-ad,"i shall travel to durhumit for your sake, and we shall settle the manner.",22,8,14,1.75
a-mu-tim i-tur₄-dingir a-na en-um-a-šur i-dí-in eq-lam a-na-num ù,from here and from there it will pass overland in the name of ennam-aššur.,22,8,14,1.75
ù a-lá-num eq-lam a-šu-mì i-tur₄-dingir e-tí-iq a ma-lá,from here and from there it will pass overland in the name of itūr-ilī.,22,8,14,1.75
dan-a-šur iš-qú-ul-ni-a-tí 3 ša-áb-ra-tim lá iš-bi-ir-ma 15 gín,"he did not break the 3 blocks, and he promised to pay 15 shekels.",22,8,14,1.75
i-šu-ú iš-tù ha-mu-uš-tim ša da-la-áš ù du-ùh-ni-iš a-na,reckoned from the week of dalaš and duhniš he must pay in 43 weeks.,22,8,14,1.75
šu-ma puzur₄-a-šur mì-ma iš-pu-ra-kum na-pá-al-tù-šu šu-up-ra-ma úz-ni pé-té,"if puzur-aššur has written anything to you, send me his answer to inform me.",22,8,14,1.75
túg ša a-ha-tí a-na li-ta-áb-ší-a tù-šé-bi₄-lá-ni ta-ak-lá ù,why have you held back the garment my sister had sent me to wear?,22,8,14,1.75
ta-dí-ni-im i-na u₄-mì-im ša ṭup-pí ta-ša-me-a-ni a-šur-ma-sú-i ù a-tí me-eh-ra-at ší-ma-tim šu-ba-al-ki-ta-ma,kudātum brought you 0.5 mina of silver; aluwa brings you 0.5 mina of silver and furthermore 2 shekels for your daughter.,22,12,21,1.75
a-na a-we-li i-dí-nu-ni a-tù-nu ú-lá mu-ut a-bi₄-a ú-lá šu-lu-um-ku-nu ta-áš-pu-ra-ni-ma li-ba-am ta-dí-na-nim,"as for you (plur.), you did not write either about my father's death or send me your greetings to encourage me.",22,12,21,1.75
a-wa-tum lu-up-ta a-wa-tim ga-me-ra-ma ik-ri-bu-um i-na ba-ri-ku-nu li-qí-bi-ma i-na a-lá-ki-a a-na-ku ù,"conclude the case and let an oath be sworn among you, so i and ali-ahum may pay half the silver each.",22,12,21,1.75
ù i-na ṭup-pí-im pá-qá-dí-im ṭup-pu-um a-šu-mì zu-ba gán-lam le-tí-qá-am a-dí a-ni-tim iš-tù,and when you entrust the tablet (declare) that the tablet has to go overland in the name of zuba.,22,12,19,1.583
i-ta-lá-ak me-er-ú-a a-tù-nu a-dí ma-lá ù 2 ší-ni-šu áš-pu-ra-ku-nu-tí-ma a-tù-nu mì-ma-ša-ma ú-lá,"my dear sons, i have written you once or twice but you have sent me no answer at all.",22,12,19,1.583
dam-qá-a e-zi-ib a-mì-ma a-ni-im ša e-pu-lu-ni 19 gú 20 ma-na sig₅ a-na,for all of this on which they agreed he left 19 talents 20 minas of good (copper) with iddin-aššur.,22,12,19,1.583
lu ta-áb-ri-am ú šu-ma ma-ma-an mì-ma ha-bu-ul-ší-im i-na ša-ha-tí-ša i-zi-iz-ma ša-dí-ší-im-ma lu,"also, if anyone owes anything to her, assist her, make the payment for her and then do come here.",22,12,19,1.583
i-na {d}utu-ši ṭup-pì ta-ša-me-ú tí-ib-a-ma a-tal-kam ù lu ni-iz-ku ša 11 gú,the very day you hear my letter you should set out and come and then let us settle accounts.,22,12,19,1.583
dumu dan-a-šùr i-dí-in a-na a-wa-tim a-ni-a-tim kà-ru-um wa-ah-šu-ša-na i-dí-ni-ma igi šu-ga-ri-a-im ša,for these words the wahšušana colony made me available and before the .-symbol of aššur i gave my testimony.,22,12,19,1.583
ni-dí-in igi a-zu dumu puzur₄-a-šur igi i-ri-ší-im dumu a-mur-{d}utu du₁₀-ṣí-lá-a-šur dumu a-li-li,"witnessed by azu son of puzur-aššur, by irišum son of amur-šamaš; ṭāb-ṣill-aššur son of alili was our (absent) partner.",22,12,19,1.583
kišib zu-ba dumu en-na-nim kišib puzur₄-{d}iškur dumu i-dí-ištar a-lá-bu-um dumu zi-a tap-pá-i-ni,"seal of zuba, son of ennānum, seal of puzur-adad, son of iddin-ištar; ali-abum, son of ziya, was our companion.",22,12,19,1.583
e-lá-i-kà lu ni-iz-ku a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-ma igi gír ša,for these words the kanesh colony made me available and before the dagger of aššur i gave my testimony.,22,12,19,1.583
lá-šu-a-ku-ma a-hi a-lá-hu-um i ri-iš a-bi-a i-zi-iz,they appropriated things illegally and my father wrote what he wished.,22,7,11,1.571
gín it-ba-al mì-ma a-nim i ha-mu-uš-tim ša-kù-ul,all this was consumed / paid during / from the .,22,7,11,1.571
ṣí-ib-tám lá ta-ga-mì-lá-šu ša-áš-qí-lá-šu-ma iš-tí a-li-ki-im pá-ni-e-ma,make him pay and send it with the very first transport.,22,7,11,1.571
ir-dí-a-ku-nu-tí ta-ší-a-tim a-ma-kam e-me-me šu-ma e-ri-iš-ku-nu dí-na,give the carriage costs there if ememe asks you for it.,22,7,11,1.571
ì-lí-mì-tí dí-in a-hi a-ta lá i-sà-ri-ru ṭù-ur-da-nu-šu,"my dear brother, they should not delay; send them to me.",22,7,11,1.571
a-na dumu um-me-a-nim ke-nim dí-in-ma lu-ub-lu-nim a-šu-mì,concerning the narrow track i keep hearing that orders are strict.,22,7,11,1.571
a-nim ṣú-ha-ri ú-šé-bi₄-lam i-tur₄-dingir ha-ra-šu a-na a-lim{ki},"as for itūr-ilī, his journey to the city is getting close.",22,7,11,1.571
15 ma-na mì-ma ú-lá na-ak-sá ú 1,also one ingot of 4.6666 minas was sealed by my seal.,22,7,11,1.571
am-tí ta-áp-qí-id-ki-im a-ha-ma 1 iš-té-et i-lá-am ku-nu-ki-a,"moreover, later they brought you one leather bag under my seal.",22,7,11,1.571
a-na ì-lí-a i-za-zu lu-qú-tum ša a-bi-šu-nu a-na,the merchandise? of their father belongs to the two of them.,22,7,11,1.571
a-hi a-ta ar-ša-tim kà-ar-pá-at a-na qá-tí-im dí-in,"my dear brother, give a pot of wheat to dispose over.",22,7,11,1.571
ṭé-em a-bi-kà ù ni-ší-kà a-ta-ma tí-dí-e a-ma,you yourself know the opinion of your father and your people.,22,7,11,1.571
i-ša-qal šu-ma lá iš-qú-ul ku-uk-ra am-tum am-tí,if he does not pay the slave-girl kukra is my slave-girl.,22,7,11,1.571
kà-ú-lim i-dì-ni-a-ti i-hi-id-ma lu-qú-tám i pá-ni-e-ma a-li-ki-im,take care to dispatch the goods with the very first transport.,22,7,11,1.571
na-áš-ú-ni-kum ú 10 anše ṣa-lá-mì ú ú-nu-sú-nu,they also lead 10 black donkeys and their harness to you.,22,7,11,1.571
a-šur wa-bar-tum ša ša-mu-ha i-dí-ni-ma ší-bu-tí a-dí-in,the station at šamuha gave me and i gave my testimony.,22,7,11,1.571
zu-ku-a a-hu-ú-a a-tù-nu a-na a-wa-at ṭup-pí-im ih-da,"my dear brothers, pay attention to the words of the letter!",22,7,11,1.571
ni-iš-qú-ul šu-ma um-me-a-nu a-bi-ni i-pá-lu-hu-ma ni-iš a-lim{ki} lá i-ta-mu-ú ma-lá a-wa-tim i-na pá-ni-tim ú-kà-i-lu,"if our father's inverstors are afraid and do not swear the oath by the city, then write the words i earlier suggested.",22,14,22,1.571
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-ìš i-dí-ni-a-tí-ma ṭup-pá-um igi gír ša a-šùr ba-áb dingir-lim ni-dí-in,"the kanesh colony gave us for these proceedings, and we gave a tablet before aššur's dagger in the gate of the god.",22,14,22,1.571
li-mu-um a-al-du₁₀ 3 gú 23 ma-na urudu iš-tí ì-lí-iš-ta-kál 5 gú urudu iš-tí ku-ra,"month allanātum, eponymy ali-ṭāb. 3 talents 23 minas of copper is owed by iliš-tikal; 5 talents of copper is owed by kura.",22,14,22,1.571
iš-tù a-lim{ki} e-li-am šu-ma ke-na-ma e-li-am za-ku-sà a-na mì-ma tí-ir-tí-a iš-tí ba-tí-qí-im šu-up-ra-nim-ma úz-ni,"if he has really come up, send me a report concerning all my merchandise ordered with an express caravan to inform me.",22,14,22,1.571
urudu ta-pá-ša-ta-i-am za-ak-wa-am šu-ma i-na ú-me-šu lá iš-qú-ul ki-ma a-wa-at kà-ri-im tù-ur-hu-mì-it ṣí-ib-ta-am,"if he does not pay when his term is up, he will add interest in accordance with the rule of the durhumit colony.",22,13,23,1.769
ta-ta-wa-a-ni a-na ha-ar-zi-ga mì-ma lá ak-lá ú-ṭá-tám ú mì-ma,"as for what you talk about here, i did not withhold anything from harziga.",22,9,14,1.556
a-lu-wa a-na ṣé-ri-kà ú-ta-e-ra-šu ù-la-ma iš-té pu-ru-uš-ha-dim <gap>-tim ṣú-ba-tù-kà,your textiles were stored and as they were not sold they were treated badly.,22,9,14,1.556
ta-al-qí-i a-dí mu-ut-ki i-lá-kà-ni a-na é-bé-tí-šu ù a ma-tí-šu,until your husband arrives you are not to touch his house and his slave-girls.,22,9,14,1.556
ha-mu-uš-tim ša da-la-áš ù du-ùh-ni-iš a-na 43 ha-am-ša-tim i-ša-qal,reckoned from the week of dalaš and duhniš he must pay within 43 weeks.,22,9,14,1.556
i-šu-ú iš-tù ha-mu-uš-tim ša ma-nu-ki-a-šur ù i-ku-nim a-na 6,reckoned from the week of mannu-kī-aššur and ikūnum they must pay within 6 weeks.,22,9,14,1.556
sí-ki-ni ú-kà-lu ba-a-am a-na tám-kà-ri a-bi-ni lu nu-sà-li-ma tám-kà-ri,"come on, let us plead with our father's customers and satisfy our father's customers.",22,9,14,1.556
ú-ṭù-tum a-bi-ki-tim i-gi₅-im-ru úz-ni pí-té-a a-dí bu-lá-tí ša a-bi-a,before i came ali-ahum had opened the strong-room and even taken out the assets.,22,9,14,1.556
ra-qá-tim ù šu-lu-up-ki-e iš-tí wa-ar-ki-ú-tim ú-šé-ba-lá-kum lu šu-ul-hu lu,"with the next shipment i will send you garments, thin textiles and šulupkian textiles.",22,9,14,1.556
kišib lu-zi-na kišib a-šur-du₁₀ ša hu-bu-ul a-šur-ba-ni dumu sú-ku-ku,"seal of luzina, seal of aššur-ṭāb, of the debt of aššur-bāni, son of sukkuku.",22,9,14,1.556
kà-al-a-at a-hu-a a-tù-nu i-na lu-qú-tim ša tám-kà-ri-im ṣú-ba-tù an-hu-tù-um,"my dear brothers, among the goods of the merchant there are some old textiles.",22,9,14,1.556
ṣí-ib-tám ú-ṣa-áb šu-ma dumu a-šùr-du₁₀ a-na ma-lá-ba i-tù-ru en-na-sú-in,if the sons of aššur-ṭāb raise a claim against malaba ennam-suen will clear him.,22,9,14,1.556
i-dí-i um-ma ša-lim-a-šùr-ma a-na šu-be-lim-ma i pí-i i-sú-ri-ik a-bi-a,"on the orders of issu-arik, my father, i wrote myself as your father's guarantor.",22,9,14,1.556
a-na ku-li-a dumu a-lá-bi₄-im dub i-dí-na-bi₄-im dumu šu-ištar gudu₄,"to kuliya, son of ali-abum, tablet of iddin-abum, son of šu-ištar, priest of ištar.",22,9,14,1.556
kà-ni-iš i-ša-qal šu-ma lá iš-qú-ul i tù-ur-hu-mì-it i-ṣé-ri-šu a-lá-qé,if he does not pay i will collect it in durhumit for his account.,22,9,14,1.556
iš-tù ha-mu-uš-tim ša li-ba-a ù ì-lí-iš-tí-kál a-na 20 ha-am-ša-tim,reckoned from the week if libbaya and iliš-tikal he must pay within 20 weeks.,22,9,14,1.556
a-dí puzur₄-a-šur ša ta-áš-pu-ra-ni lá ak-šu-da-a-šu a-na-kam géme-tí-šu ú-ša-i-il₅-ma,"also, concerning puzur-aššur, about whom you wrote, i have not caught up with him.",22,9,14,1.556
i-šu iš-tù ha-mu-uš-tim ša li-ba-a ù ì-lí-iš-tí-kál a-na 20,reckoned from the week of libbaya and iliš-tikal he must pay within 20 weeks.,22,9,14,1.556
e-lá-ma dumu i-dí-sú-in igi ku-lá a-hu šu-kà-tim igi ki-da,"witnessed by elamma son of iddin-suen, by kula the brother of šukkutum, by kida.",22,9,14,1.556
qí-bi-ma um-ma id-na-a-ma áš-ta-na-me-ma a-na ší-ip-ru-tim a-lá-hu-um a ša,i keep hearing that ali-ahum will function as envoy in the case of blood-money.,22,9,14,1.556
a-dí-na-kum 3 ša-lá-ší-šu qá-dum ša ha-ra-an a-lim{ki} ha-ra-nam ú-qá,three times i waited for the caravan together with those on the road to the city.,22,9,16,1.778
a-ší-tí-šu lá-ma-sà-tum tí-šu iš-tù ha-mu-uš-tim ša i-na-a a-na ša,reckoned from the week of innāya not later than the festival of parka they will pay.,22,9,16,1.778
ša-lim-ar-dí ù šé-ep-ištar i-ra-dí-ú-ni-ku-nu-tí a-ma-kam ša-áp-tám ú maš-ki i,lock the wool and the hides in the store room there and send me the servants.,22,9,16,1.778
me-ha-ar-šu a-na šu-nu-tí dí-in ù ša-nàm me-eh-ra-am a-ta kà-il₅,wrap the tablet and entrust it to aluwa and an affiliated trader so they bring it.,22,9,16,1.778
ek-pá-at šu-ma mì-ma ri-ik-sú-um é-tí-šu i-ba-ší tí-ir-tí-kà li-li-kam-ma ik,send me word whether there are any bundles in his house and make up your mind.,22,9,16,1.778
šu-ma urudu mì-ma a-hu-ur ba-tí-iq ù wa-tù-ur dí-na-ma ab-kà-nim,"if any copper is still unsold, sell it at any price and ship it(s yield) here.",22,9,16,1.778
lu-lá-am ù ar-za-lam a-na da-da-a e lá ta-dí-in-ma li-bi₄,by no means fail to give the antimony and the to dadaya lest i get angry!,22,9,16,1.778
a-ta be-lí a-ta šu-ma lá ku-a-tí a-bi₄ ša-ni-am ú-lá,"my dear father and lord, if it were not for you i would have no father.",22,9,16,1.778
ú-lá ni-tù-ra-kum a-na a-wa-tim a-ni-a-tim kà-ru-um dur₄-hu-mì-it ni-dí-in igi,"the durhumit colony gave us for these proceedings, and we gave our testimony before aššur's dagger.",22,9,16,1.778
li-bi a-bi-kà tù-šé-ṣa-kà lá ta-ša-lá-aṭ mì-ma lá ta-pá-lá-ah e-lá-nu-kà,"do not act highhandedly, you have nothing to fear since your father has nobody but you.",22,9,16,1.778
šé-ri-a-nim šu-ma a-lá-kam lá i-mu-a ší-pí-a-šu-ma ù a-na ig-ri,"if he refuses to come, question him and then let him look for hire (with others).",22,9,16,1.778
5 ša-na-tim a-ša-qú-lu-šu-nu-ma na-áš-ú-ni-ku-nu-tí a-na-kam igi 3 dumu um-me-a-ni,here i entrusted the silver and the tablet to them with 3 affiliated traders as witnesses.,22,9,16,1.778
áš-qú-ul ú-ku-ul-tí maškim a-na-ku-ma ú-ša-qí-il₅ ṣí-li-a mì-ma a-na ú-ku-ul-tí-šu ú-lá i-dí-in,i too paid for the food of the attorney. ṣilliya did not give anything for his food.,22,11,17,1.545
sig₅ a-na en-na-sú-in dí-in a-hu-a a-tù-nu ih-da-ma urudu a-šur-i-dí ša-áš-qí-lá ù,"please, my brothers, take care to make aššur-idī pay the copper and write me also his reaction.",22,11,17,1.545
ša i-na lu-hu-za-tí-a i-ba-ší-ú-ni šu-ma a-mì-ša-am ù-šé-ri-bu-ni-šu-nu a ma-lá tí-ir-tí-a a-na,"if they have brought them in there, then convert them to silver in accordance with my instructions.",22,11,17,1.545
šu-ištar a-na a-wa-tim a-ni-a-tim kà-ru-um hu-ra-ma i-dí-ni-a-tí-ma igi gír ša a-šur,for these words the hurama colony made us available and before aššur's dagger we gave our testimony.,22,11,17,1.545
ṣú-uh-ri-im a-mur-a-šur ub-lá-ku-nu-tí tí-ir-tí ma-lá ú 2 ší-ni-šu i-li-kà-ku-nu-tí a-tù-nu šu-lu-um-ku-nu,"i sent you word once or twice, (but) (as for?) you, no greeting whatever came from you.",22,11,17,1.545
il₅-qé-ú ša mì-ma a-we-li a-ni-ú-tim ṭup-pì-šu-nu ha-ru-mu-tim a-na a-ta-ta dumu lugal-sú-in,with respect to all these men i have left their certified tablets with atata son of šar-suen.,22,11,17,1.545
ṭup-pè-a na-ad-a-at a-bi₄ a-ta be-li a-ta dumu um-me-a-ni-im ke-ni-im a-gu₅-ur-ma a-mu-tám,"my dear father and lord, hire a reliable affiliated trader and have him bring me the iron.",22,11,17,1.545
i-na ha-hi-im wa-áš-ba-ku a-na ší-tí anše lu-qú-tim a-li-ik-ma illat-tum ik-ta-al-ú-ni a-hi,i left for the rest of the donkeys (with) the goods but they held up the caravan.,22,11,17,1.545
a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš ṣa-he-er gal i-dí-ni-a-tí-ma ší-bu-tí-ni igi gír ša a-šùr ni-dí-in,"the plenary assembly of the kanesh colony gave us for these proceedings, and we gave our testimony before aššur's dagger.",22,13,20,1.538
ù ú-ku-ul-tim il₅-qé 12 túg-pì-ri-kà-ni ša té-zi-bu 1 túg ša li-tab-ší-kà 1 sìla,"with respect to the undergarments you left, either the or those of the he brings a memorandum with their number.",22,13,20,1.538
gig ú 2 na-ru-uq še-am e-lá-nu-ma e-zi-ba-ki-im a-ha-ma 17 na-ru-uq,"further, they carted 17 sacks 2 jars of wheat and 17 sacks 2 jars of barley from tumliya.",22,10,18,1.8
wa-ar-kà-num ub-lu-ni-ki-im ú 45 ma-na urudu sig₅ ša a-ba-ba i-dí-na-ni,"also, the 45 minas of good copper that ababa gave me i left under my seal for ennam-aššur.",22,10,18,1.8
iš-tí-kà la uš-ta-me-ru li-ba-kà la tù-lá-ma-an ú-lá a-na ší-a-ma-tim a-la-ak,"i cannot travel to make purchases (for you), i must travel for an order of our paternal house.",22,10,18,1.8
ṭup-pè-e ša ku-nu-ki-a ša i-da-na-ku-nu-tí-ni ki-lá-šu-nu-ma i li-bi₄ ṭup-pì-a šu-uk-na,keep the tablets with my seal that he gives to you and put them among my other tablets.,22,10,18,1.8
ha-lá-bi₄-im me-ta-at mì-ma té-zi-bu pá-hi-ra-ma a-na hu-ur-ší-im iš-té-en šé-ri-ba-ma ki-ma,collect everything she left behind and bring it into one single storeroom and seal it in my name'.,22,10,18,1.8
ù dan-a-šùr a-na áb-ša-lim ni-dí-in gám-ra-am ù ú-ku-ul-tám mì-ma ú-lá,the bead of gold you sent to the girl was broken and therefore she would not receive it.,22,10,18,1.8
ša hu-bu-li-a a-na ša ki-ma šu-ku-bi₄-im dí-na-a šu-ma u₄-mu-a a-hu-ru,"entrust the silver from wahšušana to the lady and the girl, and let it remain in my house.",22,10,18,1.8
dingir-pì-la-ah šu-ma a-ma-kam wa-at-ra-am e-ri-iš-ma lu-ša-zi-za-ku-nu-tí-ma ú ra-ki-sà-šu-ma a-na ú-ku-ú,"if he asks for more there, then let him appoint a stand-in for you and bind him over.",22,10,18,1.8
