akkadian,english
a-na ku-li-a qí-bi₄-ma um-ma a-ba-ba-a-ma šál-ma-ni ṣú-hu-ur-kà ša-lim ni-šu-kà šál-mu ki-ma,"to kuliya, thus says ababaya: we are well, your youngsters are well and your people are well."
ku-a-tí i-<gap> a-bi₄-kà a-<gap> a-wa-tí-kà <gap> i-ṣé-ri-a <gap> ma-num <gap> li-dí-nam <gap> ša ta-<gap> té-tap-ša-ni <gap> na <gap> lá i-<gap> e tù-kà-<gap> iš-tù na-áš-pè-er-ta-kà,like / instead of you <gap> of your father <gap> your words <gap> on me (?) <gap> who could give me <gap> by what you <gap> you have treated me <gap> do not <gap> since no letter of yours arrives here.
ú-ha-lá-qú-nu ga ša-ni-a-tù i pì-šu ša-ak-na me-er-a-at-kà iš-tí-a ta-al-ta-<gap> um wa-áš-ba-at <gap> ša é a-bi₄-ni tim <gap> áb e ta-hi-ri-<gap> ta-áp-hi-ra-am a-dí-in-ma gu₄,"he said: ""he is destroying you <gap> he has evil intentions!"" your daughter is / keeps <gap> with me she lives <gap> of our paternal house <gap> i have sold the savings and slaughtered the ox."
aṭ-bu-ùh ší-ru-um ša i-ri-u ša-áp-lá-nu-um,the meat which remained they have below.
il₅-qé igi e-nu-um-we-er dumu šu-da-a igi i-lá-áš-ra-ni dumu sú-kà-li-a igi en-na-sú-in dumu i-dí-a-bi-im igi dumu a-bu-bu ta-ar-dí-im,"witnessed by ennam-wēr son of šudaya, by il-ašrannī son of sukalliya, by enna-suen son of iddin-abum, by abūbu's younger son."
kišib ša ki-ma ku-a-tí a-na en-um-a-šur,sealed by your representatives; to ennam-aššur.
um-ma a-šur-ma-sú-i-ma áš-ku-ma a-lá-ni-<gap> lá tù-šé-ba-lá-am <gap> a šé-bi₄-lam ha-ra-<gap>,from aššur-massuʾī: <gap> i set <gap> and you do not send <gap> send <gap>
ma-na urudu sig₅ a-na ga-am-ri-šu-nu ù 5 gín kù.babbar a-na ú-ku-ul-tí-šu-nu a-dí-in igi,"furthermore, i paid 13 ⅓ minas of good copper for their expenses and 5 shekels of silver for their food."
ili₅-ba-ni dumu ba-ší-lam igi a-hu-qar dumu zu-ur-zu-ur igi tù-ra-am-ì-lí dumu e-dí-na-a-šùr a-ha-ma,"witnessed by ilī-bāni son of baši-ilum, by ahu-qar son of zurzur, by tūram-ilī son of eddin-aššur."
a-na kà-ri-im wa-ah-šu-ša-na áš-qúl ṣí-ba-at kù.gi ša ší-ip-kà-at a-šur-bé-el-a-wa-tim i-ší-tù,the interest on the gold that remained of aššur-bēl-awātim's investment.
i-ša-ri-iq-šum <gap>-me-er <gap>-ku-nim-ma <gap>,after my brother died they still detain me today!
šu a-lam,"sadly, my brother died."
ha <gap> lu <gap> li-mu-um ni-ta,"as my brother died, we sent the tablet of the city and the attorney ababa."
šu ma mì <gap> ša-lim-a-šur 3 <gap> i-za-zu a-na a-lim <gap> ta-li-kà-ni me-eh-ra-at ṭup-pì-im,"our dear brothers, they should annul the tablet of the city of which ababa brought a copy, then go to the assembly and have the city hear the letter and take this tablet."
ša a-lim{ki} a-ba-ba ra-bi₄-ṣú-um ub-lá-ma kù.babbar,i shall come in 6 months and i and my outstanding claims shall be released(?).
ša ṣa-bu-tù ú-šé-ru-ma sí-ki-ni ú-kà,let me clear my outstanding claims and come.
a-lá-hi-im ip-qí-id igi a-šùr-ba-ni dumu ku-ta-a igi sig₅-pí-a-šùr dumu ìr-ad-ì-lí-šu dumu a-šùr-i-dí,"witnessed by aššur-bāni son of kutaya, by damiq-pī-aššur son of warad-ilīšu, (grand)son of aššur-idī."
a-na ú-ṣur-ša-ištar ù a-šur-ba-ni qí-bi-ma um-ma a-lá-hu-um-ma it-qú-ra-am ša ì.giš il₅-pu-tù-ku-nu-ni ta-al-qé-a it-qú-ru-um,to uṣur-ša-ištar and aššur-bāni from ali-ahum: you have taken the spoon with which they anointed you with oil.
li-bi-i im-ta-ra-aṣ a-ma-kam a-na ú-ṣur-ša-ištar dí-ší-ma a-na,give it to uṣur-ša-ištar there so he can give it to the maid.
am-tim li-dí-ší šu-ma lá ta-dí-in-ší li-bi₄ i-ma-ra-aṣ,"if you have not give it, i shall be upset."
a-na 5-ší-šu šé-né-en na-áš-ú-ni-kum,<gap> they bring you for 5 pairs of shoes.
šu-be-lam ṭur₄-dam,send me šu-bēlum.
i-li-kà-ni ša-lim-a-šùr il₅-qé ší-tí ṣú-ba-tí-šu 45 ku-ta-nu qá-du-um ṣú-ba-tí-šu sig₅ ku-nu-ku ša šu-ku-bi-im é ša-lim-a-šùr,"the rest of his textiles, 45 including his textiles of good quality, are in šalim-aššur's house under šu-kūbum's seal."
a-na ni-ip-lá-tí-šu a-na ša-lim-a-šùr iš-qú igi {d}mar.tu-ba-ni dumu ma-na-na,"witnessed by amurrum-bāni son of manana, by puzur-anna son of iddin-adad."
igi puzur₄-a-na dumu i-dí-{d}im ni-kà-sú ša iš-ra-tim ša é kà-ri-im a-dí-ni ú-lá ša-sí-ú,the accounts concerning the tithe concerning the office of the colony have not yet been settled.
šu-ut-ma a-na ší-a-ma-tim i-dí-nam qí-ip-tám a-dí 5 ša-na-tim qé-pá-ku iš-tí a-lim{ki} e-na-na-tim e-ri-iš-ma u₄-me-šu a-dí ša-na-at ša ki-ma šu-a-tí ú-ša-za-az-ma <gap> ša ki-ma šu-a-tí uš-<gap> lu qí-ip-tám ta-qí-pu,"i was entrusted with a credit for 5 years."" he asked for a favour from the city assembly, and his representative will set his terms for a year and <gap> his representative <gap> whether you entrusted on credit <gap>"""
ṣú-ub-ra-am i-na ha-ra-nim a-na,your one slave died on the road.
16 ma-na an.na na-áš-ú-ni-kum,they bring you 16 minas of tin.
úz-ni pè-té šu-ma ú-šé-ri-bu-ni-šu-nu a ma-lá ú-ša-hi-zu-kà a-na kù.babbar,"if they have brought them in, then convert them to silver as i instructed you."
ta-er-šu-nu a-hi a-ta i-hi-id-ma kù.babbar 1 gín,"my dear brother, take care to raise every shekel of silver."
ší-tí kù.babbar iš-tí-kà li-ib-ší,let the rest of the silver be with you.
<gap> né-ma-al-šu,<gap> his profit.
a ma-lá dí-in a-lim{ki} kù.babbar šu-uq-lá-ma ù a-na,"pay in accordance with the verdict of the city, and then let us go to the city."
ta-aṣ-ba-tám-ma i-na dí-tim ta-áš-a-lá-ni a-ta ra-bi-ṣú-um i-li-kam-ma um-ma a-lá-hu-um-ma a-hi ma a bu a-ša-al ni-a-tí,"it is you who came as an attorney, but ali-ahum said: 'i shall question my brother <gap>' it was us that he questioned and he took our answers away to the city."
iš-al-ni-a-tí-ma na-pá-lá-tí-ni a-na a-lim{ki} i-ta-ba-al i-nu-mì a-bu-ni i-na dur₄-hu-mì-it me-tù a-na-ku,"when our father died in durhumit i personally was not present, but my brother ali-ahum took care of my father."
lá-šu-a-ku-ma a-hi a-lá-hu-um i ri-iš a-bi-a i-zi-iz,they appropriated things illegally and my father wrote what he wished.
ús-ta-ki-lu-ni-ma a-bi ma-lá,i do not owe anything to my father.
a-na dan-a-šur ù a-šur-<gap> qí-bi-ma um-ma ni-ba <gap> 5 ma-na,to dan-aššur and aššur-<gap> from <gap>: illil-bāni brings you 5 minas of refined silver.
ša a-ki-dí-e ší-ip-kà-tám lu lu-bu-šu-um <gap> ni <gap> lu ta-ku-uš-ta-um lu a-bar-ni-um lu na-ma-šu-hu-um lu kà-am-sú-um lu ku-ta-num lu,"buy either clothes <gap> or or abarnian or, or or or what is right for you of all these <gap>, both of good and of superior quality, and do not spare a single shekel on each."
i-na mì-ma a-ni-ú-tim 0.3333 <gap> i-šé-ra-ku-nu-tí-ni lu,"if this type of purchase is not available, <gap> the palaces."
an.na-ki 1 gú 55 ma-na ù ší-im,"also, as for the rest of your textiles, leave them for dan-aššur."
a-lá-bi-im <gap>-ma ší-im 2 ma-na <gap> gín,itur-ilī took ½ mina of lapis lazuli worth 1 mina of silver.
5 ma-na kù.babbar ki a-šur-ta-ak-lá-ku,5 minas of silver is owed by aššur-taklāku.
a-na ša-lim-a-šùr qí-bi-ma um-ma i-dí-a-bu-um en-na-num šu-ištar ù en-um-a-šùr-ma 26 ma-na kù.babbar ṣa-ru-pá-am ku-nu-ki ša ki-ma ku-a-tí iš-tù bu-ru-uš-ha-dim,"to šalim-aššur from iddin-abum, ennā-num, šu-ištar and ennam-aššur: ennam aššur has brought out 26 minas of refined silver sealed by your representatives from burušhaddum."
en-um-a-šùr ú-šé-ṣí-am 30 ma-na kù.babbar ṣa-ru-pá-am en-na-num iš-qú-ul-ni-a-tí-ma,"ennānum has paid us 30 minas of refined silver, and we gave him his tablet."
ṭup-pu-šu ni-dí-šu-um 4 ma-na kù.babbar ṣa-ru-pá-am ša a-šu-mì puzur₄-a-šur ni-is-ha-sú diri ša-du-a-sú ša-bu a-na-kam ša ki-ma ku-a-tí ú né-nu,"as to 4 minas of refined silver, for which the import duty was added, the transport tariff paid in the name of puzur-aššur, here your representatives and we have made a claim."
a-na a-šùr-ma-sú-i šu-ku-bi-im ù a-lu-wa a-na a-šùr-ma-sú-i qí-bi-ma um-ma en-um-a-šùr-ma a-na-kam ta-aq-bi-am um-ma a-ta-ma i-na ba-ba-tí-a 5 gín kù.babbar a-na ší-im ṣú-ba-tí-kà a-na mu-lá am-tí-a iš-tí ṣú-ha-ri-kà ú-šé-ba-lá-kum túg ša-am-ší-im ù,"to aššur-massuʾī, šu-kūbum and aluwa; specifically to aššur-massuʾī from ennam-aššur: you spoke to me here, saying: in my <gap> i shall send you 5 shekels of silver for the price of your textile to my maid mula with your servant."
<gap> um <gap> ha <gap> ú uš-<gap> ú šu ar-<gap> i <gap> sà-hi-ir-tám ki e ta,sned me a fine thin textile with aluwa and as much <gap> to mula <gap> small goods <gap> why have you not informed me?
ma ša tí <gap> a-na a-wa-tum mì-šu ša lá ta-áp-tí-a-ni um-ma a-na-ku-ma,"i said: ""he must not make you (fem.) angry."" i keep giving her clothes and provisions."
a-na e-lá-ma qí-bi₄-ma um-ma a-šur-du₁₀-ma a-na-kam e-dí-na-a ú-ša-sí-ih-ma pí-šu en-nam-a-šur dumu,"say to elamma, thus speaks aššur-ṭāb: i forced eddinaya to appear here and ennam-aššur, son of didi(a)ya, heard his statement."
dí-dì-a-a iš-me ha-ra-šu,he is now on his way to the city.
a-na a-lim{ki} ṭup-pá-am ša hu-bu-ul en-na-nim ku-nu-ki-a dumu,"a tablet recording a debt of ennānum, with my seals, didiya's son has with him for you."
a-na ba-zi-a qí-bi₄-ma um-ma a-ru-na-ah-šu-ma a-le-e i-lu-ú ša i-ta-mu-ú-ni,"say to baziya, thus arunahšu: where is the god by whom the oath was sworn?"
ninda ša ni-ku-lu-ni kà-sà-am ša ni-iš-tù-ú lu,he surely knows that we eat bread and drank the cup (together)!
ta-ta-wa-a-ni a-na ha-ar-zi-ga mì-ma lá ak-lá ú-ṭá-tám ú mì-ma,"as for what you talk about here, i did not withhold anything from harziga."
i-ha-šu-hu-ni a-da-an ša a-wi-il₅-tim m-ih-ṣa-am,barley and whatever he needs i will give.
a-dí-na-kum lá lá-mu-un a-na dingir-lim šu-a-tí ší-im-šu šé-bi₄-lam,the woven cloth of the lady i gave you is not bad! send its price to me.
šu-ma a-hi a-ta urudu ṣa-al-ma-am ki-iṣ-ra-am iš-tí ma-ma-an,"if you are my brother, send me a lump of black copper with somebody."
šé-bi₄-lam a-na-ku em-ṣa-ku,am i not short of food?
ú-ul ba-ri-a-ku ša-be-e-ku ha-ra-nàm,"i am not hungry, i am satisfied!"
lá a-da-gal dingir-lúm lu,i am not considering a journey.
i-d i-na ba-re-ni,"god may be witness between us!"""""
um-ma <gap>-ma a-na <gap>-a-šùr ù šu-ma-bi-a-ma qí-bi-ma a-ba-ú-a a-tù-nu be-lu-a a-tù-nu ih-da-ma i-na {d}utu-ši ša šu-ma-bi-a e-ra-ba-ni ta-ma-la-ke-a pì-tí-a-ma ṭup-pá-am ša zu-ba a-na šu-ma-bi-a pí-iq-dá-ma lu-šé-tí-qá-am,"thus <gap> say to <gap>-aššur and šumi-abiya: please, my fathers, my lords, take care to open, the very day šumi-abiya arrives, my tablet boxes and entrust the tablet of zuba to šumi-abiya to bring it across."
ù i-na ṭup-pí-im pá-qá-dí-im ṭup-pu-um a-šu-mì zu-ba gán-lam le-tí-qá-am a-dí a-ni-tim iš-tù,and when you entrust the tablet (declare) that the tablet has to go overland in the name of zuba.
ša-na-at sá-ah-ra-ku-ma a-na a-lim{ki} a-lá-kam lá a-le a-wi-lu-um <gap> wa-ar-kà-at,because of this i am staying here now for a year and i could not go to the city.
<gap> a-na qá-té <gap>-an <gap> be <gap> šu-ma-bi₄-a <gap>-hi.a ta-<gap> li-dí-na-am <gap>,"the man <gap> after <gap> to the hands of <gap> šumi-abiya <gap> he must give to me <gap>"""""
ša sà-ra-tim li-mu-um ša i qá-té sú-kà-lí-a il-qé-ú,"month ii,eponymy of the one who took over from sukkalliya."
pá-ze-er-ši zu-ut-ri dam-qú-tim šé-bi-lam,"send me <gap> of good quality!"""""
um-ma i-ku-pì-a-ma a-na ib-ni-lí bu-ur-a-šur ù en-nam-a-šur qí-bi₄-ma 14 túg ku-ta-ni a-šur-ba-ni a-na a-ša-at šu-ištar dumu šu-ku-tim ku-nu-ki-šu e-zi-ib-ku-nu-tí-ma ṣú-ba-tí lu ta-dí-na a ma-lá ta-le-e-a-ni dí-na-šu-nu-ma kù.babbar,"from ikūn-pīya to ibnī-ilī, būr-aššur and ennam-aššur: aššur-bāni left 14 -textiles for the wife of šu-ištar son of šukkutum under his seal with you and you were to sell the textiles."
kù.babbar tí-ri <gap>-kam a-hi a-ta <gap>-ni-šu-ma i-na <gap> ší ta ma a-ta lá ší na a <gap> da-na-a li-dí-nu,"in all 0.5 mina 7 1 / 4 shekels of silver as sureties your sister gave to you, and <gap> -silver <gap> my dear brother, <gap>"
a-na i-na-a qí-bi-ma um-ma hu-sà-ru-um ù ta-ra-am-ku-bi-ma 15 ma-na kù.babbar ša ik-ri-bi-kà,to innaya from husārum and tarām-kūbī: aššur-ṭāb brought 15 minas of silver from your votive offering.
a-šùr-du₁₀ ub-lá-ni é-bé-et a-šur na-dí-i,it is deposited in the aššur-temple.
kišib en-na-nim dumu šu-bé-lim kišib ú-ṣú-ur-ša-a-šur dumu a-mur-i-a,"seal of ennānum son of šu-bēlum, seal of uṣur-ša-aššur son of amurriya."
3 túg <gap> 2 ša kà-ṣa-ri <gap> a-lá-hu-um šé-ep-ištar <gap> i-ra-de₈-ú-ni-ku-nu-tí,"give 2 talents of tin and 30 to aššuriš-tikal, 2 talents of tin and 30 to hannaya and let them make at least 10 minas of silver."
é.gal-lim i-dí-nu lu,let kuliya personally(!) bring it here.
pá-ni-šu-nu lu-ub-lam šu-ma i-qá-bi₄ um-ma šu-ut-ma kù.an,"we hear that an assyrian, tūʾimum, has brought in 30 donkeys by way of the -road."
ša a-wi-lim ša níg.ka-sí 10-tim ú ša-du-a-sú le-qé-a-ma ša ba-ri-ni li-li-kam-ma gír ša a-šur li-it-ma-ma ša-du-a-sú nu-ta-ar ni-ša-me-ma 30 anše,"not just tūʾimum, but anybody who has brought in a loaded donkey by way of the -road in order to do buisness there, or if an inhabitant of a has brought up (goods) - produce the dagger of aššur and people shall not spare eachother!"
tù-i-mu-um dumu a-šùr{ki} ha-ra-an sú-qí-nim ú-šé-ri-ba-am lá tù-i-mu-um ma-ma-an ha-ra-an sú-ki-nim e-ma-re,"charge everyone his -tax at arate of 3 shekels of silver per mina, and make him pay the silver and let kuliya personally(!) bring it here."
sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im ú-šé-li-am gír ša a-šur šé-ṣí-a-ma a-hu-um pá-ni,"if somebody protests, saying: i will go clear myself in kanesh, (still) make him pay the silver and let him come here afterwards in order to clear accounts with us."
a-hi-im ú-lá ú-ba-al 1,take care that our messanger kuliya is not delayed.
ma-na um 3 gín kù.babbar ša,"make people pay the silver, don't allow them to make trouble there!"
lu-na-dí-id ù lu-ta-mu šu-ma hu-sà-ra-am tù-uš-té-li-a hu-sà-ra-am ù lá-qé-a-nàm a-na e-lá-tí-im <gap> a-na a-lim{ki} šé-ri-a-nim,if you discover the lapis lazuli then give the lapis lazuli and the one who took it to the caravan and have it brought to the city.
um-ma ha-na-a-ma a-na a-šur-i-mì-tí ù kà-ri-a qí-bi-ma 1 ma-na kù.babbar,from hannaya to aššur-imittī and karriya: i gave 1 mina of silver to šalim-aššur's daughter.
a-na dumu.mí šál-ma-a-šur a-dí-in ṭup-pá-am ša me-er-a-at šál-ma-a-šur a-dí-da šu-ta-mu-zi,"he certified the tablet concerning šalim-aššur's daughter, adida, šu-tammuzi and elaya."
šál-ma-a-šur dí-na-a kù.babbar ša-bu-a-ku,i have been paid the silver.
a-na 15 u₄-me-e ha-mu-uš-tum ša en-na-sú-in dumu ku-ra-ra ù a-šùr-ma-lik dumu,within 15 days (it is) the week of enna-suen son of kurara and aššur-malik son of lā-qēp.
i-ša-qá-lam igi {d}mar.tu-ba-ni dumu ma-na-na igi na-áb-sú-in dumu e-šu-ba-ni igi lá-qé-pí-im dumu,"witnessed by amurrum-bāni son of manana, by nāb-suen son of ešu-bāni, by lā-qēp son of izzizam-ilum."
i-ze-za-am-dingir ša ni-iš a-lim{ki} ta-mu-ú-ni uz-na-tí-šu-nu al-pu-ut,i impressed upon them what was sworn by the city.
ù a-lu-a ub-lu-nim a-šu-mì a-lu-wa ša a-na ta-hi-tim a-na pu-ru-uš-ha-dim ša-áp-ru <gap> sí-hi-tum i-na pu-ru-uš-ha-dim ha-ra-num lu a-na ú-lá-ma lu a-na ša-lá-tù-ar lu,concerning aluwa who was sent to purušhaddum to gather information - there is unrest in purušhaddum; there is no possibility to enter the road to either ulama or šalatuar or here to šabaya.
a-na-kam a-na ša-ba-a <gap> a-šar e-ra-bi-im,for that reason i have returned aluwa to you.
ú-lá i-ba-ší a-šu-mì ki-a-am,ulama has<gap> with purušhaddum.
a-lu-wa a-na ṣé-ri-kà ú-ta-e-ra-šu ù-la-ma iš-té pu-ru-uš-ha-dim <gap>-tim ṣú-ba-tù-kà,your textiles were stored and as they were not sold they were treated badly.
ša-áp-ku i-na lá tá-da-ni-im la-mu-tám ep-šu-ú igi,i gave them to a fuller for repairs with aluwa as witness.
a-lu-wa-ma a-na áš-li-ki-im a-na e-pu-ší-im a-dí-šu-nu ma-lá ú-ṭá-tám a-na a-we-el-tim ta-dí-nu šu-up-ra-am 4 na-ru-uq lu,"write how much grain you have given to the lady. 4 sacks should be in her possession, so send me word for there is no silver."
iš-tí-ší-ma tí-ir-tám li-li-kam-ma kù.babbar lá-šu ki ší-im túg-tí-kà lu-šé-bi₄-lá-kum,i shall send it to you with the proceeds from your textiles.
a-na a-lá-hi-im qí-bi-ma um-ma sig₅-pí-i-a-šur-ma,to ali-ahum from damiq-pī-aššur: the day elāli arrives he must not stay.
i-na {d}utu-ši e-lá-lí e-ra-ba-ni,give him orders in accordance with my missive and send him.
lá i-be-at,he must not delay a single day.
a-na ma-lá na-áš-pè-er-tí-a tí-ir-tám,my partners have abandoned me(?); you have caused my death.
dí-šu-ma ṭur₄-da-šu,we have written to kuššara.
ú-ma-am iš-tí-in e is-hu-ur,the overseer will travel here and we shall go in a convoy.
e-zi-bu-<gap> tù-uš-me-ta-ni,do not detain elāli.
e-tí-qá-ma e,elāli should travel in secret.
pá-zu-ur a-dí,until <gap> i am alone.
<gap>-pu-ra-am <gap> ku-nam ú-nu-tám i-na-ṣú-ru,i have no one to guard the goods.
ha-bu-lam ṣú-ha-ri a-na ṣé-ri-šu a-na ha-na-ak-na-ak a kù.babbar ša-áš-qú-lim áš-pu-ur-ma šu-ut ṣú-ha-ri-a is-li-ma pu-úz-ra-am i-na pá-ni-šu-nu iṣ-ba-at-ma a-na a-lim{ki},"i sent my servants to him in hanaknak to have the silver paid, but he cheated my servants and hid himself from them and went to the city."
i-ta-lá-ak me-er-ú-a a-tù-nu a-dí ma-lá ù 2 ší-ni-šu áš-pu-ra-ku-nu-tí-ma a-tù-nu mì-ma-ša-ma ú-lá,"my dear sons, i have written you once or twice but you have sent me no answer at all."
ta-áš-pu-ra-nim ih-da-ma ki-ma na-áš-pár-tám ta-áš-me-a-ni mì-ma ša ki-ma tí-ir-tù-šu ta-aṣ-ba-ta-ni-ma qá-at-ku-nu ú-kà-lu na-áš-pè-er-ták-nu iš-tí a-nu-pì-ištar ù a-hi-a li-li-kam-ma úz-ni pè-té-a 5,as you have heard my letter take care to send me word with anu-pī-ištar and my brother to inform me what from him you have seized and hold in your possession.
túg sig₅ i-na ša šé-ep sú-kà-a iš-tí a-nu-pì-ištar ú a-hi-i-a šé-bi₄-lá-nim,send me 5 good textiles from sukaya's transport with anu-pī-ištar and my brother.
a-na ì-lí-a qí-bi₄-ma túg-tí ša a-na dam.gàr tù-<gap>,to iliya: the textiles that you <gap> to the merchant <gap>
a-na ú-ṣú-ra-nim en-um-a-šur ù ib-ni-{d}im qí-bi-ma um-ma ṣí-lá-{d}im-ma 2.5 gú lu-lá-am 9 dug a-lá-ni ib-ni-{d}im,"to uṣurānum, ennam-aššur and ibni-adad from ṣill-adad: ibni-adad brings you 2.5 talents of and 9 jars of acorns."
na-áš-a-ku-nu-tí a-hu-ú-a a-tù-nu lu-lá-am ù a-lá-ni a,"my dear brothers, offer the and the acorns for sale."
